 "LAT","LON","SFCWind (m/s)"   
   78.00  150.00  3.8333
   78.00  151.00  3.1271
   78.00  152.00  3.0864
   78.00  153.00  3.0143
   78.00  154.00  2.9109
   78.00  155.00  2.8119
   78.00  156.00  2.7172
   78.00  157.00  3.1229
   78.00  158.00  4.0291
   78.00  159.00  5.4504
   78.00  160.00  7.3869
   78.00  161.00  8.5936
   78.00  162.00  9.0707
   78.00  163.00  9.1810
   78.00  164.00  8.9245
   78.00  165.00  8.5240
   78.00  166.00  7.9793
   78.00  167.00  7.3442
   78.00  168.00  6.6186
   78.00  169.00  6.0718
   78.00  170.00  5.7038
   78.00  171.00  5.6980
   78.00  172.00  6.0545
   78.00  173.00  6.5367
   78.00  174.00  7.1445
   78.00  175.00  7.6571
   78.00  176.00  8.0745
   78.00  177.00  8.0187
   78.00  178.00  7.4894
   78.00  179.00  7.2248
   79.00    0.00  2.4023
   79.00    1.00  2.4649
   79.00    2.00  2.5900
   79.00    3.00  2.6930
   79.00    4.00  2.7738
   79.00    5.00  2.7090
   79.00    6.00  2.4988
   79.00    7.00  2.4455
   79.00    8.00  2.5492
   79.00    9.00  2.9238
   79.00   10.00  3.5691
   79.00   11.00  3.7371
   79.00   12.00  3.4276
   79.00   13.00  3.7119
   79.00   14.00  4.5900
   79.00   15.00  4.9279
   79.00   16.00  4.7254
   79.00   17.00  4.3329
   79.00   18.00  3.7505
   79.00   19.00  4.3411
   79.00   20.00  6.1049
   79.00   21.00  7.1294
   79.00   22.00  7.4147
   79.00   23.00  7.4752
   79.00   24.00  7.3111
   79.00   25.00  7.2590
   79.00   26.00  7.3191
   79.00   27.00  7.5947
   79.00   28.00  8.0860
   79.00   29.00  8.5460
   79.00   30.00  8.9746
   79.00   31.00  9.4900
   79.00   32.00 10.0922
   79.00   33.00 10.5839
   79.00   34.00 10.9653
   79.00   35.00 11.2111
   79.00   36.00 11.3213
   79.00   37.00 11.4491
   79.00   38.00 11.5946
   79.00   39.00 11.5390
   79.00   40.00 11.2822
   79.00   41.00 10.5827
   79.00   42.00  9.4405
   79.00   43.00  7.6921
   79.00   44.00  5.3374
   79.00   45.00  4.5698
   79.00   46.00  5.3891
   79.00   47.00  6.1462
   79.00   48.00  6.8410
   79.00   49.00  7.1534
   79.00   50.00  7.0834
   79.00   51.00  6.9917
   79.00   52.00  6.8785
   79.00   53.00  6.7804
   79.00   54.00  6.6976
   79.00   55.00  6.5647
   79.00   56.00  6.3818
   79.00   57.00  6.1545
   79.00   58.00  5.8828
   79.00   59.00  5.5831
   79.00   60.00  5.2556
   79.00   61.00  5.0774
   79.00   62.00  5.0485
   79.00   63.00  5.1733
   79.00   64.00  5.4516
   79.00   65.00  5.7395
   79.00   66.00  6.0370
   79.00   67.00  6.2908
   79.00   68.00  6.5009
   79.00   69.00  6.6930
   79.00   70.00  6.8671
   79.00   71.00  6.8689
   79.00   72.00  6.6984
   79.00   73.00  6.4475
   79.00   74.00  6.1162
   79.00   75.00  5.7419
   79.00   76.00  5.3245
   79.00   77.00  5.0107
   79.00   78.00  4.8005
   79.00   79.00  4.7826
   79.00   80.00  4.9568
   79.00   81.00  5.2718
   79.00   82.00  5.7275
   79.00   83.00  6.1343
   79.00   84.00  6.4922
   79.00   85.00  6.7338
   79.00   86.00  6.8589
   79.00   87.00  6.8897
   79.00   88.00  6.8262
   79.00   89.00  6.7921
   79.00   90.00  6.7873
   79.00   91.00  6.8194
   79.00   92.00  6.8886
   79.00   93.00  6.9777
   79.00   94.00  7.0868
   79.00   95.00  7.4086
   79.00   96.00  7.9433
   79.00   97.00  8.5985
   79.00   98.00  9.3742
   79.00   99.00 10.0258
   79.00  100.00 10.5533
   79.00  101.00 10.9170
   79.00  102.00 11.1172
   79.00  103.00 11.1794
   79.00  104.00 11.1037
   79.00  105.00 10.9829
   79.00  106.00 10.8170
   79.00  107.00 10.5909
   79.00  108.00 10.3046
   79.00  109.00  9.9503
   79.00  110.00  9.5280
   79.00  111.00  9.0029
   79.00  112.00  8.3748
   79.00  113.00  7.6864
   79.00  114.00  6.9378
   79.00  115.00  6.4122
   79.00  116.00  6.1096
   79.00  117.00  6.1086
   79.00  118.00  6.4091
   79.00  119.00  6.7731
   79.00  120.00  7.2006
   79.00  121.00  7.6743
   79.00  122.00  8.1940
   79.00  123.00  8.7034
   79.00  124.00  9.2024
   79.00  125.00  9.6565
   79.00  126.00 10.0658
   79.00  127.00 10.3206
   79.00  128.00 10.4212
   79.00  129.00 10.6737
   79.00  130.00 11.0782
   79.00  131.00 11.6374
   79.00  132.00 12.3512
   79.00  133.00 13.0623
   79.00  134.00 13.7707
   79.00  135.00 14.2793
   79.00  136.00 14.5880
   79.00  137.00 14.5786
   79.00  138.00 14.2510
   79.00  139.00 13.7491
   79.00  140.00 13.0726
   79.00  141.00 12.3932
   79.00  142.00 11.7107
   79.00  143.00 10.9910
   79.00  144.00 10.2340
   79.00  145.00  9.5549
   79.00  146.00  8.9537
   79.00  147.00  7.9883
   79.00  148.00  6.6589
   79.00  149.00  5.2798
   79.00  150.00  3.8510
   79.00  151.00  3.1336
   79.00  152.00  3.1275
   79.00  153.00  3.0898
   79.00  154.00  3.0204
   79.00  155.00  2.9246
   79.00  156.00  2.8023
   79.00  157.00  3.3013
   79.00  158.00  4.4216
   79.00  159.00  5.8314
   79.00  160.00  7.5306
   79.00  161.00  8.6206
   79.00  162.00  9.1016
   79.00  163.00  9.2292
   79.00  164.00  9.0035
   79.00  165.00  8.6060
   79.00  166.00  8.0365
   79.00  167.00  7.3757
   79.00  168.00  6.6236
   79.00  169.00  6.0583
   79.00  170.00  5.6799
   79.00  171.00  5.6731
   79.00  172.00  6.0377
   79.00  173.00  6.5250
   79.00  174.00  7.1349
   79.00  175.00  7.6585
   79.00  176.00  8.0957
   79.00  177.00  8.0420
   79.00  178.00  7.4975
   79.00  179.00  7.2252
   80.00    0.00  2.4025
   80.00    1.00  2.4700
   80.00    2.00  2.6049
   80.00    3.00  2.7438
   80.00    4.00  2.8866
   80.00    5.00  2.8155
   80.00    6.00  2.5305
   80.00    7.00  2.5273
   80.00    8.00  2.8059
   80.00    9.00  3.1382
   80.00   10.00  3.5243
   80.00   11.00  3.6567
   80.00   12.00  3.5352
   80.00   13.00  3.8359
   80.00   14.00  4.5587
   80.00   15.00  4.9739
   80.00   16.00  5.0817
   80.00   17.00  4.8914
   80.00   18.00  4.4030
   80.00   19.00  4.9349
   80.00   20.00  6.4871
   80.00   21.00  7.3677
   80.00   22.00  7.5767
   80.00   23.00  7.5743
   80.00   24.00  7.3607
   80.00   25.00  7.3031
   80.00   26.00  7.4016
   80.00   27.00  7.6894
   80.00   28.00  8.1664
   80.00   29.00  8.6226
   80.00   30.00  9.0580
   80.00   31.00  9.5753
   80.00   32.00 10.1743
   80.00   33.00 10.6488
   80.00   34.00 10.9988
   80.00   35.00 11.2413
   80.00   36.00 11.3763
   80.00   37.00 11.5032
   80.00   38.00 11.6220
   80.00   39.00 11.5307
   80.00   40.00 11.2291
   80.00   41.00 10.5430
   80.00   42.00  9.4722
   80.00   43.00  7.7878
   80.00   44.00  5.4895
   80.00   45.00  4.4526
   80.00   46.00  4.6772
   80.00   47.00  5.2091
   80.00   48.00  6.0485
   80.00   49.00  6.5881
   80.00   50.00  6.8280
   80.00   51.00  6.9012
   80.00   52.00  6.8077
   80.00   53.00  6.6940
   80.00   54.00  6.5599
   80.00   55.00  6.4016
   80.00   56.00  6.2190
   80.00   57.00  5.9815
   80.00   58.00  5.6888
   80.00   59.00  5.3893
   80.00   60.00  5.0828
   80.00   61.00  4.9216
   80.00   62.00  4.9058
   80.00   63.00  5.0376
   80.00   64.00  5.3171
   80.00   65.00  5.6247
   80.00   66.00  5.9605
   80.00   67.00  6.2774
   80.00   68.00  6.5754
   80.00   69.00  6.7794
   80.00   70.00  6.8895
   80.00   71.00  6.8597
   80.00   72.00  6.6902
   80.00   73.00  6.4617
   80.00   74.00  6.1742
   80.00   75.00  5.8403
   80.00   76.00  5.4598
   80.00   77.00  5.1743
   80.00   78.00  4.9838
   80.00   79.00  4.9714
   80.00   80.00  5.1371
   80.00   81.00  5.4289
   80.00   82.00  5.8469
   80.00   83.00  6.2226
   80.00   84.00  6.5560
   80.00   85.00  6.7749
   80.00   86.00  6.8796
   80.00   87.00  6.8926
   80.00   88.00  6.8140
   80.00   89.00  6.7709
   80.00   90.00  6.7633
   80.00   91.00  6.7915
   80.00   92.00  6.8554
   80.00   93.00  6.9419
   80.00   94.00  7.0509
   80.00   95.00  7.3729
   80.00   96.00  7.9078
   80.00   97.00  8.5614
   80.00   98.00  9.3337
   80.00   99.00  9.9824
   80.00  100.00 10.5075
   80.00  101.00 10.8743
   80.00  102.00 11.0830
   80.00  103.00 11.1551
   80.00  104.00 11.0907
   80.00  105.00 10.9799
   80.00  106.00 10.8228
   80.00  107.00 10.6047
   80.00  108.00 10.3257
   80.00  109.00  9.9750
   80.00  110.00  9.5526
   80.00  111.00  9.0279
   80.00  112.00  8.4010
   80.00  113.00  7.7140
   80.00  114.00  6.9668
   80.00  115.00  6.4340
   80.00  116.00  6.1153
   80.00  117.00  6.1042
   80.00  118.00  6.4007
   80.00  119.00  6.7587
   80.00  120.00  7.1782
   80.00  121.00  7.6481
   80.00  122.00  8.1683
   80.00  123.00  8.6727
   80.00  124.00  9.1612
   80.00  125.00  9.6138
   80.00  126.00 10.0306
   80.00  127.00 10.3302
   80.00  128.00 10.5128
   80.00  129.00 10.8116
   80.00  130.00 11.2265
   80.00  131.00 11.7631
   80.00  132.00 12.4215
   80.00  133.00 13.0918
   80.00  134.00 13.7741
   80.00  135.00 14.2881
   80.00  136.00 14.6338
   80.00  137.00 14.6580
   80.00  138.00 14.3605
   80.00  139.00 13.8454
   80.00  140.00 13.1126
   80.00  141.00 12.3775
   80.00  142.00 11.6401
   80.00  143.00 10.9043
   80.00  144.00 10.1702
   80.00  145.00  9.5172
   80.00  146.00  8.9454
   80.00  147.00  8.1180
   80.00  148.00  7.0351
   80.00  149.00  5.6692
   80.00  150.00  4.0204
   80.00  151.00  3.1870
   80.00  152.00  3.1690
   80.00  153.00  3.1433
   80.00  154.00  3.1097
   80.00  155.00  3.0219
   80.00  156.00  2.8797
   80.00  157.00  3.3455
   80.00  158.00  4.4193
   80.00  159.00  5.8024
   80.00  160.00  7.4948
   80.00  161.00  8.5911
   80.00  162.00  9.0913
   80.00  163.00  9.2464
   80.00  164.00  9.0562
   80.00  165.00  8.6721
   80.00  166.00  8.0939
   80.00  167.00  7.4126
   80.00  168.00  6.6282
   80.00  169.00  6.0411
   80.00  170.00  5.6515
   80.00  171.00  5.6450
   80.00  172.00  6.0218
   80.00  173.00  6.5204
   80.00  174.00  7.1409
   80.00  175.00  7.6737
   80.00  176.00  8.1190
   80.00  177.00  8.0613
   80.00  178.00  7.5007
   80.00  179.00  7.2204
   81.00    0.00  2.4027
   81.00    1.00  2.4785
   81.00    2.00  2.6303
   81.00    3.00  2.8168
   81.00    4.00  3.0382
   81.00    5.00  2.9585
   81.00    6.00  2.5778
   81.00    7.00  2.6222
   81.00    8.00  3.0916
   81.00    9.00  3.3718
   81.00   10.00  3.4628
   81.00   11.00  3.5675
   81.00   12.00  3.6858
   81.00   13.00  4.0131
   81.00   14.00  4.5495
   81.00   15.00  5.0206
   81.00   16.00  5.4263
   81.00   17.00  5.4808
   81.00   18.00  5.1838
   81.00   19.00  5.6400
   81.00   20.00  6.8494
   81.00   21.00  7.5332
   81.00   22.00  7.6912
   81.00   23.00  7.6428
   81.00   24.00  7.3879
   81.00   25.00  7.3335
   81.00   26.00  7.4795
   81.00   27.00  7.7840
   81.00   28.00  8.2468
   81.00   29.00  8.7020
   81.00   30.00  9.1495
   81.00   31.00  9.6679
   81.00   32.00 10.2571
   81.00   33.00 10.7073
   81.00   34.00 11.0186
   81.00   35.00 11.2625
   81.00   36.00 11.4391
   81.00   37.00 11.5688
   81.00   38.00 11.6518
   81.00   39.00 11.5357
   81.00   40.00 11.2205
   81.00   41.00 10.6426
   81.00   42.00  9.8021
   81.00   43.00  8.3407
   81.00   44.00  6.2586
   81.00   45.00  4.8730
   81.00   46.00  4.1841
   81.00   47.00  4.2807
   81.00   48.00  5.1631
   81.00   49.00  5.9177
   81.00   50.00  6.5446
   81.00   51.00  6.8190
   81.00   52.00  6.7407
   81.00   53.00  6.6064
   81.00   54.00  6.4162
   81.00   55.00  6.2322
   81.00   56.00  6.0546
   81.00   57.00  5.8078
   81.00   58.00  5.4920
   81.00   59.00  5.1892
   81.00   60.00  4.8995
   81.00   61.00  4.7520
   81.00   62.00  4.7466
   81.00   63.00  4.8882
   81.00   64.00  5.1767
   81.00   65.00  5.5024
   81.00   66.00  5.8652
   81.00   67.00  6.2014
   81.00   68.00  6.5109
   81.00   69.00  6.7221
   81.00   70.00  6.8348
   81.00   71.00  6.8091
   81.00   72.00  6.6452
   81.00   73.00  6.4385
   81.00   74.00  6.1890
   81.00   75.00  5.8994
   81.00   76.00  5.5697
   81.00   77.00  5.3222
   81.00   78.00  5.1570
   81.00   79.00  5.1554
   81.00   80.00  5.3174
   81.00   81.00  5.5875
   81.00   82.00  5.9657
   81.00   83.00  6.3092
   81.00   84.00  6.6179
   81.00   85.00  6.8141
   81.00   86.00  6.8978
   81.00   87.00  6.8932
   81.00   88.00  6.8005
   81.00   89.00  6.7495
   81.00   90.00  6.7401
   81.00   91.00  6.7640
   81.00   92.00  6.8213
   81.00   93.00  6.9041
   81.00   94.00  7.0125
   81.00   95.00  7.3346
   81.00   96.00  7.8702
   81.00   97.00  8.5216
   81.00   98.00  9.2888
   81.00   99.00  9.9342
   81.00  100.00 10.4579
   81.00  101.00 10.8281
   81.00  102.00 11.0449
   81.00  103.00 11.1270
   81.00  104.00 11.0743
   81.00  105.00 10.9738
   81.00  106.00 10.8255
   81.00  107.00 10.6160
   81.00  108.00 10.3453
   81.00  109.00  9.9982
   81.00  110.00  9.5747
   81.00  111.00  9.0500
   81.00  112.00  8.4240
   81.00  113.00  7.7376
   81.00  114.00  6.9908
   81.00  115.00  6.4522
   81.00  116.00  6.1217
   81.00  117.00  6.1003
   81.00  118.00  6.3878
   81.00  119.00  6.7375
   81.00  120.00  7.1494
   81.00  121.00  7.6154
   81.00  122.00  8.1355
   81.00  123.00  8.6396
   81.00  124.00  9.1278
   81.00  125.00  9.5893
   81.00  126.00 10.0241
   81.00  127.00 10.3739
   81.00  128.00 10.6385
   81.00  129.00 10.9773
   81.00  130.00 11.3900
   81.00  131.00 11.8937
   81.00  132.00 12.4881
   81.00  133.00 13.1126
   81.00  134.00 13.7670
   81.00  135.00 14.2834
   81.00  136.00 14.6619
   81.00  137.00 14.7215
   81.00  138.00 14.4624
   81.00  139.00 13.9372
   81.00  140.00 13.1459
   81.00  141.00 12.3545
   81.00  142.00 11.5631
   81.00  143.00 10.8164
   81.00  144.00 10.1144
   81.00  145.00  9.4955
   81.00  146.00  8.9598
   81.00  147.00  8.3002
   81.00  148.00  7.5169
   81.00  149.00  6.1636
   81.00  150.00  4.2403
   81.00  151.00  3.2560
   81.00  152.00  3.2106
   81.00  153.00  3.1894
   81.00  154.00  3.1924
   81.00  155.00  3.1141
   81.00  156.00  2.9545
   81.00  157.00  3.3449
   81.00  158.00  4.2854
   81.00  159.00  5.6369
   81.00  160.00  7.3993
   81.00  161.00  8.5428
   81.00  162.00  9.0673
   81.00  163.00  9.2531
   81.00  164.00  9.1001
   81.00  165.00  8.7329
   81.00  166.00  8.1513
   81.00  167.00  7.4512
   81.00  168.00  6.6326
   81.00  169.00  6.0227
   81.00  170.00  5.6215
   81.00  171.00  5.6159
   81.00  172.00  6.0060
   81.00  173.00  6.5181
   81.00  174.00  7.1520
   81.00  175.00  7.6936
   81.00  176.00  8.1429
   81.00  177.00  8.0791
   81.00  178.00  7.5023
   81.00  179.00  7.2139
   82.00    0.00  2.4028
   82.00    1.00  2.4866
   82.00    2.00  2.6542
   82.00    3.00  2.8841
   82.00    4.00  3.1764
   82.00    5.00  3.0860
   82.00    6.00  2.6128
   82.00    7.00  2.6829
   82.00    8.00  3.2960
   82.00    9.00  3.5362
   82.00   10.00  3.4033
   82.00   11.00  3.4940
   82.00   12.00  3.8083
   82.00   13.00  4.1532
   82.00   14.00  4.5288
   82.00   15.00  5.0343
   82.00   16.00  5.6696
   82.00   17.00  5.9533
   82.00   18.00  5.8855
   82.00   19.00  6.2886
   82.00   20.00  7.1627
   82.00   21.00  7.6574
   82.00   22.00  7.7725
   82.00   23.00  7.6867
   82.00   24.00  7.4000
   82.00   25.00  7.3517
   82.00   26.00  7.5420
   82.00   27.00  7.8653
   82.00   28.00  8.3217
   82.00   29.00  8.7824
   82.00   30.00  9.2475
   82.00   31.00  9.7652
   82.00   32.00 10.3356
   82.00   33.00 10.7586
   82.00   34.00 11.0343
   82.00   35.00 11.2800
   82.00   36.00 11.4960
   82.00   37.00 11.6276
   82.00   38.00 11.6749
   82.00   39.00 11.5364
   82.00   40.00 11.2122
   82.00   41.00 10.7189
   82.00   42.00 10.0566
   82.00   43.00  8.8213
   82.00   44.00  7.0129
   82.00   45.00  5.4225
   82.00   46.00  4.0500
   82.00   47.00  3.7255
   82.00   48.00  4.4488
   82.00   49.00  5.2604
   82.00   50.00  6.1603
   82.00   51.00  6.5920
   82.00   52.00  6.5554
   82.00   53.00  6.3860
   82.00   54.00  6.0838
   82.00   55.00  5.9041
   82.00   56.00  5.8469
   82.00   57.00  5.6483
   82.00   58.00  5.3083
   82.00   59.00  4.9969
   82.00   60.00  4.7139
   82.00   61.00  4.5769
   82.00   62.00  4.5861
   82.00   63.00  4.7418
   82.00   64.00  5.0441
   82.00   65.00  5.3894
   82.00   66.00  5.7777
   82.00   67.00  6.1319
   82.00   68.00  6.4520
   82.00   69.00  6.6678
   82.00   70.00  6.7793
   82.00   71.00  6.7519
   82.00   72.00  6.5856
   82.00   73.00  6.3976
   82.00   74.00  6.1879
   82.00   75.00  5.9438
   82.00   76.00  5.6653
   82.00   77.00  5.4561
   82.00   78.00  5.3163
   82.00   79.00  5.3275
   82.00   80.00  5.4895
   82.00   81.00  5.7412
   82.00   82.00  6.0824
   82.00   83.00  6.3947
   82.00   84.00  6.6779
   82.00   85.00  6.8506
   82.00   86.00  6.9130
   82.00   87.00  6.8909
   82.00   88.00  6.7844
   82.00   89.00  6.7255
   82.00   90.00  6.7144
   82.00   91.00  6.7338
   82.00   92.00  6.7837
   82.00   93.00  6.8618
   82.00   94.00  6.9683
   82.00   95.00  7.2900
   82.00   96.00  7.8269
   82.00   97.00  8.4758
   82.00   98.00  9.2369
   82.00   99.00  9.8790
   82.00  100.00 10.4022
   82.00  101.00 10.7768
   82.00  102.00 11.0028
   82.00  103.00 11.0947
   82.00  104.00 11.0525
   82.00  105.00 10.9616
   82.00  106.00 10.8219
   82.00  107.00 10.6210
   82.00  108.00 10.3587
   82.00  109.00 10.0158
   82.00  110.00  9.5921
   82.00  111.00  9.0670
   82.00  112.00  8.4405
   82.00  113.00  7.7551
   82.00  114.00  7.0109
   82.00  115.00  6.4687
   82.00  116.00  6.1286
   82.00  117.00  6.0957
   82.00  118.00  6.3701
   82.00  119.00  6.7128
   82.00  120.00  7.1238
   82.00  121.00  7.5865
   82.00  122.00  8.1006
   82.00  123.00  8.6024
   82.00  124.00  9.0919
   82.00  125.00  9.5667
   82.00  126.00 10.0271
   82.00  127.00 10.4269
   82.00  128.00 10.7662
   82.00  129.00 11.1378
   82.00  130.00 11.5416
   82.00  131.00 12.0077
   82.00  132.00 12.5361
   82.00  133.00 13.1140
   82.00  134.00 13.7414
   82.00  135.00 14.2596
   82.00  136.00 14.6686
   82.00  137.00 14.7586
   82.00  138.00 14.5297
   82.00  139.00 13.9938
   82.00  140.00 13.1507
   82.00  141.00 12.3083
   82.00  142.00 11.4666
   82.00  143.00 10.7129
   82.00  144.00 10.0472
   82.00  145.00  9.4746
   82.00  146.00  8.9951
   82.00  147.00  8.5063
   82.00  148.00  8.0084
   82.00  149.00  6.7026
   82.00  150.00  4.5892
   82.00  151.00  3.4548
   82.00  152.00  3.2997
   82.00  153.00  3.2430
   82.00  154.00  3.2847
   82.00  155.00  3.2154
   82.00  156.00  3.0352
   82.00  157.00  3.3454
   82.00  158.00  4.1461
   82.00  159.00  5.4689
   82.00  160.00  7.3137
   82.00  161.00  8.5069
   82.00  162.00  9.0485
   82.00  163.00  9.2601
   82.00  164.00  9.1417
   82.00  165.00  8.7905
   82.00  166.00  8.2066
   82.00  167.00  7.4881
   82.00  168.00  6.6350
   82.00  169.00  6.0043
   82.00  170.00  5.5960
   82.00  171.00  5.5922
   82.00  172.00  5.9930
   82.00  173.00  6.5176
   82.00  174.00  7.1663
   82.00  175.00  7.7144
   82.00  176.00  8.1622
   82.00  177.00  8.0918
   82.00  178.00  7.5033
   82.00  179.00  7.2090
   83.00    0.00  2.4029
   83.00    1.00  2.4932
   83.00    2.00  2.6736
   83.00    3.00  2.9341
   83.00    4.00  3.2743
   83.00    5.00  3.1667
   83.00    6.00  2.6112
   83.00    7.00  2.6413
   83.00    8.00  3.2568
   83.00    9.00  3.4931
   83.00   10.00  3.3500
   83.00   11.00  3.4678
   83.00   12.00  3.8465
   83.00   13.00  4.1818
   83.00   14.00  4.4736
   83.00   15.00  4.9493
   83.00   16.00  5.6086
   83.00   17.00  6.0755
   83.00   18.00  6.3498
   83.00   19.00  6.7675
   83.00   20.00  7.3287
   83.00   21.00  7.6576
   83.00   22.00  7.7541
   83.00   23.00  7.6572
   83.00   24.00  7.3668
   83.00   25.00  7.3337
   83.00   26.00  7.5580
   83.00   27.00  7.9067
   83.00   28.00  8.3798
   83.00   29.00  8.8659
   83.00   30.00  9.3650
   83.00   31.00  9.8768
   83.00   32.00 10.4014
   83.00   33.00 10.7883
   83.00   34.00 11.0375
   83.00   35.00 11.2864
   83.00   36.00 11.5352
   83.00   37.00 11.6658
   83.00   38.00 11.6782
   83.00   39.00 11.5246
   83.00   40.00 11.2050
   83.00   41.00 10.7252
   83.00   42.00 10.0852
   83.00   43.00  9.0844
   83.00   44.00  7.7227
   83.00   45.00  6.3590
   83.00   46.00  4.9932
   83.00   47.00  4.2895
   83.00   48.00  4.2480
   83.00   49.00  4.6425
   83.00   50.00  5.4731
   83.00   51.00  5.9307
   83.00   52.00  6.0151
   83.00   53.00  5.7668
   83.00   54.00  5.1856
   83.00   55.00  5.0999
   83.00   56.00  5.5098
   83.00   57.00  5.5313
   83.00   58.00  5.1644
   83.00   59.00  4.8278
   83.00   60.00  4.5214
   83.00   61.00  4.3859
   83.00   62.00  4.4213
   83.00   63.00  4.6041
   83.00   64.00  4.9344
   83.00   65.00  5.3042
   83.00   66.00  5.7135
   83.00   67.00  6.0820
   83.00   68.00  6.4097
   83.00   69.00  6.6228
   83.00   70.00  6.7214
   83.00   71.00  6.6745
   83.00   72.00  6.4822
   83.00   73.00  6.3039
   83.00   74.00  6.1395
   83.00   75.00  5.9443
   83.00   76.00  5.7183
   83.00   77.00  5.5483
   83.00   78.00  5.4343
   83.00   79.00  5.4639
   83.00   80.00  5.6370
   83.00   81.00  5.8800
   83.00   82.00  6.1929
   83.00   83.00  6.4768
   83.00   84.00  6.7318
   83.00   85.00  6.8793
   83.00   86.00  6.9192
   83.00   87.00  6.8794
   83.00   88.00  6.7600
   83.00   89.00  6.6940
   83.00   90.00  6.6815
   83.00   91.00  6.6953
   83.00   92.00  6.7354
   83.00   93.00  6.8058
   83.00   94.00  6.9064
   83.00   95.00  7.2266
   83.00   96.00  7.7664
   83.00   97.00  8.4122
   83.00   98.00  9.1641
   83.00   99.00  9.8028
   83.00  100.00 10.3284
   83.00  101.00 10.7104
   83.00  102.00 10.9488
   83.00  103.00 11.0501
   83.00  104.00 11.0144
   83.00  105.00 10.9307
   83.00  106.00 10.7991
   83.00  107.00 10.6067
   83.00  108.00 10.3534
   83.00  109.00 10.0162
   83.00  110.00  9.5951
   83.00  111.00  9.0689
   83.00  112.00  8.4375
   83.00  113.00  7.7543
   83.00  114.00  7.0194
   83.00  115.00  6.4802
   83.00  116.00  6.1367
   83.00  117.00  6.0893
   83.00  118.00  6.3379
   83.00  119.00  6.6775
   83.00  120.00  7.1080
   83.00  121.00  7.5688
   83.00  122.00  8.0599
   83.00  123.00  8.5530
   83.00  124.00  9.0481
   83.00  125.00  9.5498
   83.00  126.00 10.0582
   83.00  127.00 10.5082
   83.00  128.00 10.8999
   83.00  129.00 11.2829
   83.00  130.00 11.6571
   83.00  131.00 12.0722
   83.00  132.00 12.5280
   83.00  133.00 13.0574
   83.00  134.00 13.6603
   83.00  135.00 14.1782
   83.00  136.00 14.6112
   83.00  137.00 14.7163
   83.00  138.00 14.4935
   83.00  139.00 13.9447
   83.00  140.00 13.0700
   83.00  141.00 12.1922
   83.00  142.00 11.3113
   83.00  143.00 10.5626
   83.00  144.00  9.9462
   83.00  145.00  9.4565
   83.00  146.00  9.0934
   83.00  147.00  8.7842
   83.00  148.00  8.5289
   83.00  149.00  7.3757
   83.00  150.00  5.3245
   83.00  151.00  4.0430
   83.00  152.00  3.5313
   83.00  153.00  3.3189
   83.00  154.00  3.4059
   83.00  155.00  3.3442
   83.00  156.00  3.1336
   83.00  157.00  3.3491
   83.00  158.00  3.9907
   83.00  159.00  5.2937
   83.00  160.00  7.2581
   83.00  161.00  8.5086
   83.00  162.00  9.0455
   83.00  163.00  9.2679
   83.00  164.00  9.1761
   83.00  165.00  8.8386
   83.00  166.00  8.2554
   83.00  167.00  7.5195
   83.00  168.00  6.6308
   83.00  169.00  5.9857
   83.00  170.00  5.5841
   83.00  171.00  5.5848
   83.00  172.00  5.9879
   83.00  173.00  6.5229
   83.00  174.00  7.1898
   83.00  175.00  7.7380
   83.00  176.00  8.1674
   83.00  177.00  8.0889
   83.00  178.00  7.5023
   83.00  179.00  7.2090
   84.00    0.00  2.4030
   84.00    1.00  2.4997
   84.00    2.00  2.6931
   84.00    3.00  2.9840
   84.00    4.00  3.3723
   84.00    5.00  3.2475
   84.00    6.00  2.6097
   84.00    7.00  2.5997
   84.00    8.00  3.2176
   84.00    9.00  3.4500
   84.00   10.00  3.2967
   84.00   11.00  3.4417
   84.00   12.00  3.8848
   84.00   13.00  4.2104
   84.00   14.00  4.4184
   84.00   15.00  4.8642
   84.00   16.00  5.5477
   84.00   17.00  6.1976
   84.00   18.00  6.8141
   84.00   19.00  7.2464
   84.00   20.00  7.4947
   84.00   21.00  7.6578
   84.00   22.00  7.7357
   84.00   23.00  7.6276
   84.00   24.00  7.3336
   84.00   25.00  7.3157
   84.00   26.00  7.5740
   84.00   27.00  7.9481
   84.00   28.00  8.4379
   84.00   29.00  8.9494
   84.00   30.00  9.4825
   84.00   31.00  9.9884
   84.00   32.00 10.4672
   84.00   33.00 10.8179
   84.00   34.00 11.0407
   84.00   35.00 11.2928
   84.00   36.00 11.5745
   84.00   37.00 11.7040
   84.00   38.00 11.6815
   84.00   39.00 11.5128
   84.00   40.00 11.1979
   84.00   41.00 10.7315
   84.00   42.00 10.1138
   84.00   43.00  9.3475
   84.00   44.00  8.4325
   84.00   45.00  7.2955
   84.00   46.00  5.9363
   84.00   47.00  4.8536
   84.00   48.00  4.0472
   84.00   49.00  4.0247
   84.00   50.00  4.7860
   84.00   51.00  5.2694
   84.00   52.00  5.4749
   84.00   53.00  5.1475
   84.00   54.00  4.2873
   84.00   55.00  4.2957
   84.00   56.00  5.1727
   84.00   57.00  5.4143
   84.00   58.00  5.0205
   84.00   59.00  4.6588
   84.00   60.00  4.3290
   84.00   61.00  4.1949
   84.00   62.00  4.2565
   84.00   63.00  4.4664
   84.00   64.00  4.8248
   84.00   65.00  5.2191
   84.00   66.00  5.6493
   84.00   67.00  6.0321
